output_own_price
7.05
7.05
7.05
6.79
6.79
7.1
7.1
7.1
7.1
7.1
6.74
6.74
7.2
7.2
7.2
7.2
7.2
6.74
6.74
7.42
7.42
7.42
7.42
7.42
6.74
6.74
7.42
7.42
7.42
7.42
7.42
6.75
6.75
7.39
7.39
7.39
7.39
7.39
6.74
6.74
7.18
7.18
7.18
7.18
7.18
6.74
6.74
7.2
7.2
7.2
7.2
7.2
6.66
6.66
7.22
7.22
7.22
7.22
7.22
6.86
6.86
7.12
7.12
7.12
7.12
7.12
6.85
6.85
7.21
7.21
7.21
7.21
7.21
6.71
6.71
7.21
7.21
7.21
7.21
7.21
6.62
6.62
7.07
7.07
7.07
7.07
7.07
6.75
6.75
7.17
7.17
7.17
7.17
7.17
6.74
6.74
7.02
7.02
7.02
7.02
7.02
6.75
6.75
7.08
7.08
7.08
7.08
7.08
6.69
6.69
7.07
7.07
7.07
7.07
7.07
6.75
6.75
6.98
6.98
6.98
6.98
6.98
6.72
6.72
7.06
7.06
7.06
7.06
7.06
6.77
6.77
7
7
7
7
7
6.7
6.7
7.01
7.01
7.01
7.01
7.01
6.72
6.72
6.97
6.97
6.97
6.97
6.97
6.68
6.68
7.04
7.04
7.04
7.04
7.04
6.71
6.71
6.97
6.97
6.97
6.97
6.97
6.78
6.78
6.98
6.98
6.98
6.98
6.98
6.75
6.75
7.09
7.09
7.09
7.09
7.09
6.74
6.74
6.98
6.98
6.98
6.98
6.98
6.74
6.74
7.05
7.05
7.05
7.05
7.05
6.68
6.68
6.96
6.96
6.96
6.96
6.96
6.78
6.78
6.97
6.97
6.97
6.97
6.97
6.69
6.69
6.94
6.94
6.94
6.94
6.94
6.73
6.73
6.87
6.87
6.87
6.87
6.87
6.67
6.67
7.11
7.11
7.11
7.11
7.11
6.71
6.71
7.04
7.04
7.04
7.04
7.04
6.78
6.78
7.01
7.01
7.01
7.01
7.01
6.7
6.7
7.01
7.01
7.01
7.01
7.01
6.8
6.8
7.12
7.12
7.12
7.12
7.12
6.62
6.62
7.09
7.09
7.09
7.09
7.09
6.68
6.68
7.04
7.04
7.04
7.04
7.04
6.74
6.74
7.06
7.06
7.06
7.06
7.06
6.63
6.63
7.1
7.1
7.1
7.1
7.1
6.71
6.71
7.07
7.07
7.07
7.07
7.07
6.8
6.8
7.13
7.13
7.13
7.13
7.13
6.78
6.78
7.1
7.1
7.1
7.1
7.1
6.79
6.79
7.12
7.12
7.12
7.12
7.12
6.68
6.68
7.17
7.17
7.17
7.17
7.17
6.66
6.66
7.19
7.19
7.19
7.19
7.19
6.79
6.79
7.21
7.21
7.21
7.21
7.21
6.73
6.73
7.3
7.3
7.3
7.3
7.3
6.72
6.72
7.2
7.2
7.2
7.2
7.2
6.75
6.75
7.26
7.26
7.26
7.26
7.26
6.73
6.73
7.2
7.2
7.2
7.2
7.2
6.77
6.77
7.29
7.2
7.16
7.16
7.16
7.16
6.69
6.69
7.18
7.18
7.18
7.18
7.18
6.68
6.68
7.06
7.06
7.06
7.06
7.06
6.76
6.76
7.34
7.34
7.34
7.34
7.34
6.74
6.74
7.3
7.3
7.3
7.3
7.3
6.8
6.8
7.34
7.34
7.34
7.34
7.34
6.65
6.65
7.18
7.18
7.18
7.18
7.18
6.7
6.7
7.17
7.17
7.17
7.17
7.17
6.72
6.72
7.15
7.15
7.15
7.15
7.15
6.76
6.76
7.15
7.15
7.15
7.15
7.15
6.69
6.69
7.21
7.21
7.21
7.21
7.21
6.71
6.71
7.19
7.19
7.19
7.19
7.19
6.81
6.81
7.14
7.14
7.14
7.14
7.14
6.78
6.78
7.11
7.11
7.11
7.11
7.11
6.71
6.71
7.1
7.1
7.1
7.1
7.1
6.74
6.74
7.02
7.02
7.02
7.02
7.02
6.69
6.69
6.97
6.97
6.97
6.97
6.97
6.76
6.76
7.13
7.13
7.13
7.13
7.13
6.78
6.78
7.05
7.05
7.05
7.05
7.05
6.7
6.7
7.09
7.09
7.09
7.09
7.09
6.8
6.8
7.02
7.02
7.02
7.02
7.02
6.69
6.69
7.06
7.06
7.06
7.06
7.06
6.82
6.82
7.08
7.08
7.08
7.08
7.08
6.69
6.69
6.97
6.97
6.97
6.97
6.97
6.72
6.72
6.98
6.98
6.98
6.98
6.98
6.62
6.62
7.04
7.04
7.04
7.04
7.04
6.62
6.62
6.97
6.97
6.97
6.97
6.97
6.77
6.77
7.05
7.05
7.05
7.05
7.05
6.72
6.72
6.89
6.89
6.89
6.89
6.89
6.68
6.68
7.06
7.06
7.06
7.06
7.06
6.78
6.78
7.01
7.01
7.01
7.01
7.01
6.78
6.78
7.08
7.08
7.08
7.08
7.08
6.67
6.67
7.04
7.04
7.04
7.04
7.04
6.71
6.71
7.03
7.03
7.03
7.03
7.03
6.68
6.68
7
7
7
7
7
6.67
6.67
7.07
7.07
7.07
7.07
7.07
6.66
6.66
7.1
7.1
7.1
7.1
7.1
6.74
6.74
6.97
6.97
6.97
6.97
6.97
6.72
6.72
7.01
7.01
7.01
7.01
7.01
6.74
6.74
7.02
7.02
7.02
7.02
7.02
6.66
6.66
7.06
7.06
7.06
7.06
7.06
6.69
6.69
7.09
7.09
7.09
7.09
7.09
6.76
6.76
7.05
7.05
7.05
7.05
7.05
6.75
6.75
7.13
7.13
7.13
7.13
7.13
6.71
6.71
7.02
7.02
7.02
7.02
7.02
6.74
6.74
7.2
7.2
7.2
7.2
7.2
6.75
6.75
7.26
7.26
7.26
7.26
7.26
6.78
6.78
7.21
7.21
7.21
7.21
7.21
6.76
6.76
7.14
7.14
7.14
7.14
7.14
6.68
6.68
7.15
7.15
7.15
7.15
7.15
6.84
6.84
7.21
7.21
7.21
7.21
7.21
6.69
6.69
7.14
7.14
7.14
7.14
7.14
6.72
6.72
7.33
7.14
7.18
7.18
7.18
7.18
6.71
6.71
7.27
7.27
7.27
7.27
7.27
6.74
6.74
7.3
7.3
7.3
7.3
7.3
6.71
6.71
7.47
7.47
7.47
7.47
7.47
6.74
6.74
7.28
7.28
7.28
7.28
7.28
6.72
6.72
7.27
7.27
7.27
7.27
7.27
6.73
6.73
7.27
7.27
7.27
7.27
7.27
6.8
6.8
7.17
7.17
7.17
7.17
7.17
6.72
6.72
